NC_000913.3	LR740776.1	97.856	98991	2083	19	1097463	1196427	1063792	1162769	0.0	1.689e+05
NC_000913.3	LR740776.1	97.975	76351	1461	52	3423378	3499691	3588206	3664508	0.0	1.306e+05
NC_000913.3	LR740776.1	97.970	59569	1182	7	438276	497820	472402	531967	0.0	1.020e+05
NC_000913.3	LR740776.1	98.025	57467	1121	7	1886787	1944250	1838944	1896399	0.0	98499
NC_000913.3	LR740776.1	97.933	48342	940	48	3908541	3956874	4118247	4166537	0.0	82512
NC_000913.3	LR740776.1	97.945	41015	841	2	2390000	2431014	2453734	2494746	0.0	70158
NC_000913.3	LR740776.1	97.617	40446	958	5	859220	899665	840815	881254	0.0	68577
NC_000913.3	LR740776.1	95.780	42350	1718	20	2304955	2347276	2372861	2415169	0.0	68289
NC_000913.3	LR740776.1	97.867	39433	788	4	2906502	2945883	3008031	3047461	0.0	67351
NC_000913.3	LR740776.1	97.795	39497	869	2	2947756	2987250	3085276	3124772	0.0	67294
NC_000913.3	LR740776.1	97.990	37952	756	4	3292479	3330429	3459339	3497284	0.0	64991
NC_000913.3	LR740776.1	96.950	38028	1146	10	2476260	2514276	2570136	2608160	0.0	63317
NC_000913.3	LR740776.1	97.346	36626	950	8	1314540	1351162	1367884	1404490	0.0	61653
NC_000913.3	LR740776.1	97.708	36035	814	5	1845024	1881053	1802738	1838765	0.0	61250
NC_000913.3	LR740776.1	97.352	36334	938	8	3194920	3231242	3369744	3406064	0.0	61173
NC_000913.3	LR740776.1	97.832	35144	741	8	1733576	1768715	1694035	1729161	0.0	59926
NC_000913.3	LR740776.1	97.377	35529	876	11	2565481	2601003	2647739	2683217	0.0	59872
NC_000913.3	LR740776.1	97.770	34533	752	8	4374607	4409122	4712339	4746870	0.0	58785
NC_000913.3	LR740776.1	97.905	34087	710	3	1007823	1041906	988085	1022170	0.0	58243
NC_000913.3	LR740776.1	97.708	34028	774	6	950298	984322	937746	971770	0.0	57828
NC_000913.3	LR740776.1	97.366	33524	880	2	3960661	3994183	4169448	4202969	0.0	56470
NC_000913.3	LR740776.1	97.789	32656	718	4	78854	111509	101004	133655	0.0	55622
NC_000913.3	LR740776.1	95.834	33508	1335	30	3864512	3897989	4074932	4108408	0.0	54054
NC_000913.3	LR740776.1	97.423	31976	783	8	392973	424918	427219	459183	0.0	53951
NC_000913.3	LR740776.1	96.577	32689	1054	7	2349903	2382528	2417454	2450140	0.0	53933
NC_000913.3	LR740776.1	97.459	31440	757	8	3512616	3544031	3672092	3703513	0.0	53098
NC_000913.3	LR740776.1	98.089	30085	565	5	3330579	3360656	3497288	3527369	0.0	51649
NC_000913.3	LR740776.1	97.550	30039	703	9	2684244	2714258	2758585	2788614	0.0	50843
NC_000913.3	LR740776.1	97.561	29772	724	2	3012579	3042349	3138329	3168099	0.0	50410
NC_000913.3	LR740776.1	97.980	26677	533	5	2259746	2286419	2331386	2358059	0.0	45662
NC_000913.3	LR740776.1	96.411	27864	873	55	4190571	4218418	4458143	4485895	0.0	45608
NC_000913.3	LR740776.1	96.848	27345	851	4	1816380	1843715	1775295	1802637	0.0	45420
NC_000913.3	LR740776.1	98.172	25388	462	2	1666015	1691401	1631131	1656517	0.0	43686
NC_000913.3	LR740776.1	97.371	24117	620	7	781791	805894	765538	789653	0.0	40615
NC_000913.3	LR740776.1	96.310	24772	864	11	2204304	2229067	2277121	2301850	0.0	40549
