CP048867.1	LR740776.1	99.311	175390	1104	48	405036	580382	3702672	3527344	0.0	3.107e+05
CP048867.1	LR740776.1	99.558	143754	630	4	2288710	2432460	1896399	1752648	0.0	2.564e+05
CP048867.1	LR740776.1	99.115	143207	1202	9	1811749	1954936	2384825	2241665	0.0	2.526e+05
CP048867.1	LR740776.1	99.206	133821	984	7	1006802	1140620	3200180	3066437	0.0	2.366e+05
CP048867.1	LR740776.1	99.030	126708	1092	71	3937378	4064046	300038	173429	0.0	2.228e+05
CP048867.1	LR740776.1	99.453	122396	621	4	3207476	3329850	1039186	916818	0.0	2.177e+05
CP048867.1	LR740776.1	99.421	113269	607	15	3697852	3811094	540608	427363	0.0	2.013e+05
CP048867.1	LR740776.1	99.025	110173	936	14	1701726	1811846	2494928	2384842	0.0	1.939e+05
CP048867.1	LR740776.1	98.923	107105	1031	40	2181652	2288723	2003472	1896458	0.0	1.879e+05
CP048867.1	LR740776.1	98.995	105608	1029	7	736392	841982	3375790	3270198	0.0	1.857e+05
CP048867.1	LR740776.1	99.201	100695	797	8	3005904	3106594	1164580	1063890	0.0	1.779e+05
CP048867.1	LR740776.1	99.006	98935	920	47	5093459	5192390	4193016	4094142	0.0	1.738e+05
CP048867.1	LR740776.1	99.310	94647	635	7	2432448	2527092	1751885	1657255	0.0	1.677e+05
CP048867.1	LR740776.1	99.391	92972	539	4	2714943	2807889	1462373	1369404	0.0	1.651e+05
CP048867.1	LR740776.1	99.113	87186	758	9	3330177	3417357	907012	819837	0.0	1.537e+05
CP048867.1	LR740776.1	99.094	84968	660	37	2852911	2937824	1319419	1234508	0.0	1.497e+05
CP048867.1	LR740776.1	99.205	80524	635	4	4424662	4505182	4804313	4723792	0.0	1.423e+05
CP048867.1	LR740776.1	99.435	77287	426	6	1590492	1667767	2647746	2570460	0.0	1.374e+05
CP048867.1	LR740776.1	99.512	75999	339	7	88937	164910	4013005	3937014	0.0	1.354e+05
CP048867.1	LR740776.1	99.073	74211	672	4	326332	400528	3781779	3707571	0.0	1.307e+05
CP048867.1	LR740776.1	99.200	71285	490	52	5001649	5072907	4287615	4216385	0.0	1.258e+05
CP048867.1	LR740776.1	99.105	70464	621	7	581706	652168	3527331	3456877	0.0	1.242e+05
CP048867.1	LR740776.1	98.643	70008	881	25	4073436	4143403	164565	94587	0.0	1.219e+05
CP048867.1	LR740776.1	98.978	65467	586	49	1367643	1433088	2813678	2748274	0.0	1.149e+05
CP048867.1	LR740776.1	98.690	60012	773	6	4583476	4643484	4657142	4597141	0.0	1.047e+05
CP048867.1	LR740776.1	99.008	59068	586	0	4897453	4956520	4421575	4362508	0.0	1.039e+05
CP048867.1	LR740776.1	99.299	54904	360	9	3847711	3902602	385829	330939	0.0	97259
CP048867.1	LR740776.1	99.256	54284	380	5	3576694	3630953	663079	608796	0.0	96073
CP048867.1	LR740776.1	98.785	54174	650	4	1209486	1263651	3003297	2949124	0.0	94719
CP048867.1	LR740776.1	98.934	53743	566	7	1265884	1319621	2944422	2890682	0.0	94311
CP048867.1	LR740776.1	99.303	51673	325	4	1526393	1578032	2699409	2647739	0.0	91577
CP048867.1	LR740776.1	99.031	51923	368	79	4831582	4883492	4485896	4434097	0.0	91135
CP048867.1	LR740776.1	99.120	51588	453	1	2649202	2700788	1528646	1477059	0.0	90983
CP048867.1	LR740776.1	99.270	48631	334	12	652936	701554	3456886	3408265	0.0	86065
CP048867.1	LR740776.1	98.809	48784	541	7	1433082	1481835	2748168	2699395	0.0	85361
CP048867.1	LR740776.1	98.992	48315	476	3	164807	213120	3937585	3889281	0.0	84931
CP048867.1	LR740776.1	99.324	47647	321	1	1151447	1199093	3060593	3012948	0.0	84471
CP048867.1	LR740776.1	99.279	45350	317	7	2071905	2117245	2070897	2025549	0.0	80287
CP048867.1	LR740776.1	99.297	41988	285	3	3493677	3535655	746710	704724	0.0	74386
CP048867.1	LR740776.1	98.615	41663	564	7	4382990	4424650	4846104	4804453	0.0	72513
CP048867.1	LR740776.1	99.347	37969	194	6	3538583	3576498	701038	663071	0.0	67376
CP048867.1	LR740776.1	99.329	37405	249	2	1	37404	4094141	4056738	0.0	66317
CP048867.1	LR740776.1	99.139	36360	277	6	4143383	4179709	92779	56423	0.0	64166
CP048867.1	LR740776.1	98.674	36045	417	24	4179704	4215736	35996	1	0.0	62795
CP048867.1	LR740776.1	99.001	34538	344	1	291783	326319	3816496	3781959	0.0	60727
CP048867.1	LR740776.1	98.419	34290	473	16	1667751	1702008	2528989	2494737	0.0	59385
CP048867.1	LR740776.1	99.061	33454	311	3	4797921	4831372	4519392	4485940	0.0	58904
CP048867.1	LR740776.1	99.379	33017	204	1	258800	291815	3849679	3816663	0.0	58615
CP048867.1	LR740776.1	99.498	31647	153	6	4699809	4731453	4576558	4544916	0.0	56334
CP048867.1	LR740776.1	99.234	30959	214	8	2568277	2599234	1617936	1587000	0.0	54747
CP048867.1	LR740776.1	99.289	28274	201	0	3417538	3445811	819846	791573	0.0	50083
CP048867.1	LR740776.1	98.549	27977	344	6	704425	732350	3406063	3378098	0.0	48652
CP048867.1	LR740776.1	99.017	26662	249	3	3631030	3657679	608803	582143	0.0	46899
CP048867.1	LR740776.1	99.472	26135	137	1	2527860	2553994	1657264	1631131	0.0	46506
CP048867.1	LR740776.1	99.100	26233	225	2	3812660	3838890	425770	399547	0.0	46245
CP048867.1	LR740776.1	99.243	24038	179	3	4505233	4529267	4723176	4699139	0.0	42519
CP048867.1	LR740776.1	98.962	23221	231	7	3184171	3207388	1062382	1039169	0.0	40768
CP048867.1	LR740776.1	98.080	22505	368	11	969687	992159	3235081	3212609	0.0	38646
CP048867.1	LR740776.1	98.914	21457	216	4	3453524	3474978	786703	765262	0.0	37643
CP048867.1	LR740776.1	99.243	21137	160	0	3657905	3679041	581997	560861	0.0	37397
CP048867.1	LR740776.1	99.316	20621	129	1	4679303	4699923	4597145	4576537	0.0	36559
CP048867.1	LR740776.1	99.425	20162	113	1	214560	234721	3889287	3869129	0.0	35836
CP048867.1	LR740776.1	98.902	20407	222	2	2625708	2646114	1553617	1533213	0.0	35785
CP048867.1	LR740776.1	99.383	19456	120	0	239204	258659	3869137	3849682	0.0	34546
CP048867.1	LR740776.1	99.583	18940	79	0	4215737	4234676	5061728	5042789	0.0	33800
CP048867.1	LR740776.1	99.361	18939	118	2	1347281	1366216	2832604	2813666	0.0	33603
CP048867.1	LR740776.1	98.969	19017	114	9	3474670	3493686	765446	746512	0.0	33445
CP048867.1	LR740776.1	95.983	17824	590	27	4751042	4768825	5021554	5003817	0.0	28908
CP048867.1	LR740776.1	94.218	17692	943	29	2815449	2833094	1360784	1343127	0.0	27235
CP048867.1	LR740776.1	99.205	14595	94	6	2937866	2952440	1234353	1219761	0.0	25791
CP048867.1	LR740776.1	97.284	15244	400	6	2698939	2714174	1477732	1462495	0.0	25610
CP048867.1	LR740776.1	99.487	14217	61	2	2610076	2624281	1567821	1553606	0.0	25312
CP048867.1	LR740776.1	97.186	14461	376	13	4247011	4261452	4983984	4969536	0.0	24214
CP048867.1	LR740776.1	99.962	13204	5	0	2554060	2567263	1631140	1617937	0.0	23790
CP048867.1	LR740776.1	98.574	12832	109	45	4179704	4192533	55717	42958	0.0	22180
CP048867.1	LR740776.1	99.660	12364	42	0	4731627	4743990	4543338	4530975	0.0	22108
CP048867.1	LR740776.1	98.988	12452	123	3	993586	1006035	3212621	3200171	0.0	21877
CP048867.1	LR740776.1	99.139	12085	100	4	4234970	4247052	5041452	5029370	0.0	21311
CP048867.1	LR740776.1	98.432	12115	108	51	49460	61567	2100795	2088756	0.0	20836
CP048867.1	LR740776.1	99.604	11615	42	2	4980087	4991701	4305845	4294235	0.0	20734
