Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.2123	CDS	LR740776.1	2110197	2109724	474	DNA gyrase inhibitory protein	- none -	2109724	2110197	
fig|6666666.541064.peg.2124	CDS	LR740776.1	2111482	2110316	1167	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	Metallocarboxypeptidases (EC 3.4.17.-), Murein Hydrolases, Peptidoglycan Biosynthesis	2110316	2111482	
fig|6666666.541064.peg.2125	CDS	LR740776.1	2111619	2111753	135	Exodeoxyribonuclease I (EC 3.1.11.1)	DNA Repair Base Excision	2111619	2111753	
fig|6666666.541064.peg.2126	CDS	LR740776.1	2112212	2113249	1038	probable acetyltransferase	- none -	2112212	2113249	
fig|6666666.541064.peg.2127	CDS	LR740776.1	2114827	2113682	1146	Phage tail fiber protein	Phage tail fiber proteins	2113682	2114827	
fig|6666666.541064.peg.2128	CDS	LR740776.1	2115507	2114827	681	Putative bacteriophage protein	- none -	2114827	2115507	
fig|6666666.541064.peg.2129	CDS	LR740776.1	2116703	2115504	1200	FIG00643583: hypothetical protein	- none -	2115504	2116703	
fig|6666666.541064.peg.2130	CDS	LR740776.1	2117056	2116703	354	FIG00643583: hypothetical protein	- none -	2116703	2117056	
fig|6666666.541064.peg.2131	CDS	LR740776.1	2117811	2117056	756	Phage-related protein	- none -	2117056	2117811	
fig|6666666.541064.peg.2132	CDS	LR740776.1	2119117	2118767	351	FIG00639454: hypothetical protein	- none -	2118767	2119117	
fig|6666666.541064.peg.2133	CDS	LR740776.1	2120181	2119114	1068	FIG00643583: hypothetical protein	- none -	2119114	2120181	
fig|6666666.541064.peg.2134	CDS	LR740776.1	2120486	2120184	303	probable bacteriophage protein STY1063	- none -	2120184	2120486	
fig|6666666.541064.peg.2135	CDS	LR740776.1	2121073	2120486	588	FIG00643583: hypothetical protein	- none -	2120486	2121073	
fig|6666666.541064.peg.2136	CDS	LR740776.1	2123061	2121073	1989	FIG00639358: hypothetical protein	- none -	2121073	2123061	
fig|6666666.541064.peg.2137	CDS	LR740776.1	2123691	2123239	453	Putative bacteriophage protein	- none -	2123239	2123691	
fig|6666666.541064.peg.2138	CDS	LR740776.1	2124135	2123695	441	FIG00643583: hypothetical protein	- none -	2123695	2124135	
fig|6666666.541064.peg.2139	CDS	LR740776.1	2125291	2124146	1146	Phage protein	- none -	2124146	2125291	
fig|6666666.541064.peg.2140	CDS	LR740776.1	2125843	2125295	549	putative bacteriophage protein	- none -	2125295	2125843	
fig|6666666.541064.peg.2141	CDS	LR740776.1	2126222	2125833	390	Phage protein	- none -	2125833	2126222	
fig|6666666.541064.peg.2142	CDS	LR740776.1	2126763	2126209	555	Phage protein	- none -	2126209	2126763	
fig|6666666.541064.peg.2143	CDS	LR740776.1	2127167	2126760	408	Phage protein	- none -	2126760	2127167	
fig|6666666.541064.peg.2144	CDS	LR740776.1	2127354	2127133	222	Phage protein	- none -	2127133	2127354	
fig|6666666.541064.peg.2145	CDS	LR740776.1	2128337	2127396	942	COG4834: Uncharacterized protein conserved in bacteria	- none -	2127396	2128337	
fig|6666666.541064.peg.2146	CDS	LR740776.1	2128855	2128349	507	FIG00643583: hypothetical protein	- none -	2128349	2128855	
fig|6666666.541064.peg.2147	CDS	LR740776.1	2130079	2128859	1221	FIG01070919: hypothetical protein	- none -	2128859	2130079	
fig|6666666.541064.peg.2148	CDS	LR740776.1	2130702	2130094	609	Phage protein	- none -	2130094	2130702	
fig|6666666.541064.peg.2149	CDS	LR740776.1	2132185	2130716	1470	Phage protein	- none -	2130716	2132185	
fig|6666666.541064.peg.2150	CDS	LR740776.1	2133807	2132185	1623	Phage terminase, large subunit	Phage packaging machinery	2132185	2133807	
fig|6666666.541064.peg.2151	CDS	LR740776.1	2134361	2133810	552	Phage terminase, small subunit	Phage packaging machinery	2133810	2134361	
fig|6666666.541064.peg.2152	CDS	LR740776.1	2134315	2134929	615	FIG00642345: hypothetical protein	- none -	2134315	2134929	
