Feature ID	Type	Contig	Start	Stop	Length (bp)	Function	Subsystems	Begin	End	Region
fig|6666666.541064.peg.1297	CDS	LR740776.1	1313468	1312725	744	Membrane protein YciC, linked to IspA	Intracellular septation in Enterobacteria	1312725	1313468	
fig|6666666.541064.peg.1298	CDS	LR740776.1	1313586	1313705	120	hypothetical protein	- none -	1313586	1313705	
fig|6666666.541064.peg.1299	CDS	LR740776.1	1313824	1314477	654	Outer membrane protein W precursor	- none -	1313824	1314477	
fig|6666666.541064.peg.1300	CDS	LR740776.1	1315653	1314523	1131	Mobile element protein	- none -	1314523	1315653	
fig|6666666.541064.peg.1301	CDS	LR740776.1	1318415	1315944	2472	Exodeoxyribonuclease encoded by cryptic prophage CP-933P	- none -	1315944	1318415	
fig|6666666.541064.peg.1302	CDS	LR740776.1	1318699	1318508	192	FIG00637919: hypothetical protein	- none -	1318508	1318699	
fig|6666666.541064.peg.1303	CDS	LR740776.1	1318884	1318696	189	Division inhibition protein dicB	- none -	1318696	1318884	
fig|6666666.541064.peg.1304	CDS	LR740776.1	1318913	1319032	120	hypothetical protein	- none -	1318913	1319032	
fig|6666666.541064.peg.1305	CDS	LR740776.1	1319201	1319413	213	FIG00639218: hypothetical protein	- none -	1319201	1319413	
fig|6666666.541064.peg.1306	CDS	LR740776.1	1319456	1319734	279	FIG00643035: hypothetical protein	- none -	1319456	1319734	
fig|6666666.541064.peg.1307	CDS	LR740776.1	1320095	1319694	402	FIG00641934: hypothetical protein	- none -	1319694	1320095	
fig|6666666.541064.peg.1308	CDS	LR740776.1	1320336	1320118	219	FIG00637981: hypothetical protein	- none -	1320118	1320336	
fig|6666666.541064.peg.1309	CDS	LR740776.1	1320494	1320366	129	hypothetical protein	- none -	1320366	1320494	
fig|6666666.541064.peg.1310	CDS	LR740776.1	1320651	1320496	156	Mobile element protein	- none -	1320496	1320651	
fig|6666666.541064.peg.1311	CDS	LR740776.1	1321365	1320904	462	FIG00638576: hypothetical protein	- none -	1320904	1321365	
fig|6666666.541064.peg.1312	CDS	LR740776.1	1321563	1321748	186	unknown protein encoded by cryptic prophage CP-933M	- none -	1321563	1321748	
fig|6666666.541064.peg.1313	CDS	LR740776.1	1321732	1322157	426	Phage or Prophage Related	- none -	1321732	1322157	
fig|6666666.541064.peg.1314	CDS	LR740776.1	1322229	1323269	1041	Primosomal protein I	- none -	1322229	1323269	
fig|6666666.541064.peg.1315	CDS	LR740776.1	1323301	1323723	423	putative phage replication protein	- none -	1323301	1323723	
fig|6666666.541064.peg.1316	CDS	LR740776.1	1323757	1324527	771	hypothetical protein	- none -	1323757	1324527	
fig|6666666.541064.peg.1317	CDS	LR740776.1	1324543	1324968	426	LygF	- none -	1324543	1324968	
fig|6666666.541064.peg.1318	CDS	LR740776.1	1325242	1325808	567	FIG053235: Diacylglucosamine hydrolase like	Llipid A biosynthesis cluster	1325242	1325808	
fig|6666666.541064.peg.1319	CDS	LR740776.1	1327010	1328101	1092	FIG00640292: hypothetical protein	- none -	1327010	1328101	
fig|6666666.541064.peg.1320	CDS	LR740776.1	1328259	1328432	174	conserved hypothetical protein	- none -	1328259	1328432	
